genome	species	repgenome	repgenome_n50	repgenome_dataset	label	clade
GCA_004120275.1_ASM412027v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	195760	ncbi	animal	I
GCA_004120285.1_ASM412028v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	217125	ncbi	animal	I
GCA_004118305.1_ASM411830v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	56856	ncbi	animal	I
GCA_004103475.1_ASM410347v1	Enterococcus faecium B	GCA_015767715.1_ASM1576771v1	2696269	ncbi	food	II
GCA_004103165.1_ASM410316v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	41181	ncbi	human	II
GCA_004103125.1_ASM410312v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	295446	ncbi	human	I
GCA_004103105.1_ASM410310v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	233745	ncbi	human	I
GCA_004102995.1_ASM410299v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	48929	ncbi	human	II
GCA_004102865.1_ASM410286v1	Enterococcus durans	GCA_007997775.1_ASM799777v1	54843	ncbi	food	II
GCA_004101385.1_ASM410138v1	Enterococcus faecium B	GCA_015767715.1_ASM1576771v1	2581021	ncbi	food	II
GCA_004101305.1_ASM410130v1	Enterococcus faecium B	GCA_015767715.1_ASM1576771v1	102590	ncbi	env	II
GCA_004099985.1_ASM409998v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	59041	ncbi	animal	I
GCA_004099975.1_ASM409997v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	39824	ncbi	animal	I
GCA_004099965.1_ASM409996v1	Enterococcus hirae	GCA_013391205.1_ASM1339120v1	20287	ncbi	animal	II
GCA_004099905.1_ASM409990v1	Enterococcus hirae	GCA_013391205.1_ASM1339120v1	84363	ncbi	animal	II
GCA_004099875.1_ASM409987v1	Enterococcus hirae	GCA_013391205.1_ASM1339120v1	97584	ncbi	animal	II
GCA_004099895.1_ASM409989v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	93144	ncbi	animal	II
GCA_004099865.1_ASM409986v1	Enterococcus hirae	GCA_013391205.1_ASM1339120v1	110259	ncbi	animal	II
GCA_004099805.1_ASM409980v1	Enterococcus flavescens	GCA_900447685.1_43116_A01	69389	ncbi	animal	IV
GCA_004099785.1_ASM409978v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	100678	ncbi	animal	II
GCA_004099795.1_ASM409979v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	48241	ncbi	animal	II
GCA_004099765.1_ASM409976v1	Enterococcus flavescens	GCA_900447685.1_43116_A01	169663	ncbi	animal	IV
GCA_004099685.1_ASM409968v1	Enterococcus hirae	GCA_013391205.1_ASM1339120v1	33680	ncbi	animal	II
GCA_004099665.1_ASM409966v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	132648	ncbi	animal	I
GCA_004015145.1_ASM401514v1	Enterococcus faecium B	GCA_015767715.1_ASM1576771v1	2629393	ncbi	human	II
GCA_004010255.1_ASM401025v1	Enterococcus avium	GCA_003711125.1_ASM371112v1	3518722	ncbi	human	III
GCA_900640265.1_E4239_hybrid_assembly	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	2416266	ncbi	na	II
GCA_900639505.1_E7356_hybrid_assembly	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	2889514	ncbi	na	II
GCA_900639495.1_E7471_hybrid_assembly	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	2882360	ncbi	na	II
GCA_900639485.1_E7240_hybrid_assembly	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	2990636	ncbi	na	II
GCA_900639465.1_E7429_hybrid_assembly	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	2929158	ncbi	na	II
GCA_900639455.1_E7237_hybrid_assembly	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	2701078	ncbi	na	II
GCA_900639445.1_E7199_hybrid_assembly	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	2829644	ncbi	na	II
GCA_900639425.1_E7098_hybrid_assembly	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	2679986	ncbi	na	II
GCA_900639415.1_E6988_hybrid_assembly	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	2725409	ncbi	na	II
GCA_900639405.1_E4457_hybrid_assembly	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	2698881	ncbi	na	II
GCA_900639395.1_E6975_hybrid_assembly	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	2919744	ncbi	na	II
GCA_900639385.1_E7040_hybrid_assembly	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	2677660	ncbi	na	II
GCA_900639355.1_E7025_hybrid_assembly	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	2806840	ncbi	na	II
GCA_900639365.1_E7171_hybrid_assembly	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	2804950	ncbi	na	II
GCA_900639345.1_E6055_hybrid_assembly	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	2709725	ncbi	na	II
GCA_900639335.1_E7067_hybrid_assembly	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	2716742	ncbi	na	II
GCA_900639745.1_E4456_hybrid_assembly	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	2640999	ncbi	na	II
GCA_900639725.1_E8423_hybrid_assembly	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	2697636	ncbi	na	II
GCA_900639715.1_E8414_hybrid_assembly	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	3004008	ncbi	na	II
GCA_900639705.1_E9101_hybrid_assembly	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	2432228	ncbi	na	II
GCA_900639655.1_E8691_hybrid_assembly	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	2640062	ncbi	na	II
GCA_900639635.1_E8927_hybrid_assembly	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	2581067	ncbi	na	II
GCA_900639625.1_E8284_hybrid_assembly	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	2923480	ncbi	na	II
GCA_900639615.1_E8328_hybrid_assembly	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	2926309	ncbi	na	II
GCA_900639605.1_E8290_hybrid_assembly	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	2894948	ncbi	na	II
GCA_900639595.1_E8377_hybrid_assembly	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	2926259	ncbi	na	II
GCA_900639585.1_E7948_hybrid_assembly	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	2648040	ncbi	na	II
GCA_900639575.1_E8014_hybrid_assembly	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	2864834	ncbi	na	II
GCA_900639565.1_E8195_hybrid_assembly	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	2833517	ncbi	na	II
GCA_900639555.1_E8172_hybrid_assembly	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	2682742	ncbi	na	II
GCA_900639545.1_E7933_hybrid_assembly	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	2926852	ncbi	na	II
GCA_900639535.1_E8202_hybrid_assembly	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	3014357	ncbi	na	II
GCA_900639525.1_E7663_hybrid_assembly	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	2751961	ncbi	na	II
GCA_900639515.1_E7654_hybrid_assembly	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	2791579	ncbi	na	II
GCA_004006595.1_ASM400659v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	598230	ncbi	na	I
GCA_004006275.1_ASM400627v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	332049	ncbi	na	I
GCA_004006255.1_ASM400625v1	Enterococcus faecium B	GCA_015767715.1_ASM1576771v1	16476	ncbi	na	II
GCA_003996795.1_Ca-2	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	118574	ncbi	animal	I
GCA_003996775.1_Ca-18	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	60091	ncbi	animal	I
GCA_900638825.1_E4438_hybrid_assembly	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	2743333	ncbi	na	II
GCA_900638815.1_E0595_hybrid_assembly	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	2447891	ncbi	na	II
GCA_900638805.1_E4402_hybrid_assembly	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	2729991	ncbi	na	II
GCA_900638785.1_E1774_hybrid_assembly	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	2678141	ncbi	na	II
GCA_900638775.1_E4227_hybrid_assembly	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	2421093	ncbi	na	II
GCA_900638765.1_E2079_hybrid_assembly	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	2528228	ncbi	na	II
GCA_003966405.1_ASM396640v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	2890148	ncbi	human	I
GCA_003966385.1_ASM396638v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	2893216	ncbi	human	I
GCA_900637035.1_46582_D01	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	2450323	ncbi	na	II
GCA_900636775.1_44087_G01	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	2719199	ncbi	na	I
GCA_900636615.1_43116_B01	Enterococcus hirae	GCA_013391205.1_ASM1339120v1	2741688	ncbi	animal	II
GCA_900635415.1_E6043_hybrid_assembly	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	2689604	ncbi	na	II
GCA_900635365.1_E1334_hybrid_assembly	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	2520984	ncbi	na	II
GCA_900634805.1_E0139_hybrid_assembly	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	2458403	ncbi	na	II
GCA_003965125.1_ASM396512v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	47625	ncbi	env	II
GCA_003962845.1_ASM396284v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	247631	ncbi	human	I
GCA_003962835.1_ASM396283v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	251750	ncbi	human	I
GCA_003962725.1_ASM396272v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	322522	ncbi	human	I
GCA_003962795.1_ASM396279v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	360114	ncbi	human	I
GCA_003962745.1_ASM396274v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	198596	ncbi	human	I
GCA_003962775.1_ASM396277v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	157388	ncbi	human	I
GCA_003962785.1_ASM396278v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	1358332	ncbi	human	I
GCA_003962685.1_ASM396268v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	265958	ncbi	human	I
GCA_003962695.1_ASM396269v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	528765	ncbi	human	I
GCA_003962675.1_ASM396267v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	270401	ncbi	human	I
GCA_003962635.1_ASM396263v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	235814	ncbi	human	I
GCA_003962645.1_ASM396264v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	264747	ncbi	human	I
GCA_003962575.1_ASM396257v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	175778	ncbi	human	I
GCA_003962565.1_ASM396256v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	272796	ncbi	human	I
GCA_003962585.1_ASM396258v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	380750	ncbi	human	I
GCA_003962535.1_ASM396253v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	265958	ncbi	human	I
GCA_003962555.1_ASM396255v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	361133	ncbi	human	I
GCA_003962505.1_ASM396250v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	265958	ncbi	human	I
GCA_003962485.1_ASM396248v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	270309	ncbi	human	I
GCA_003962415.1_ASM396241v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	211418	ncbi	human	I
GCA_003962425.1_ASM396242v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	265957	ncbi	human	I
GCA_003962375.1_ASM396237v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	265922	ncbi	human	I
GCA_003962365.1_ASM396236v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	258090	ncbi	human	I
GCA_003962315.1_ASM396231v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	161560	ncbi	human	I
GCA_003962355.1_ASM396235v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	139565	ncbi	human	I
GCA_003962325.1_ASM396232v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	235814	ncbi	human	I
GCA_003957785.1_ASM395778v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	2876110	ncbi	human	II
GCA_003957375.1_ASM395737v1	Enterococcus mundtii	GCA_002216705.1_ASM221670v1	2768701	ncbi	human	II
GCA_003947145.1_ASM394714v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	41919	ncbi	human	II
GCA_003945985.1_ASM394598v1	Enterococcus durans	GCA_007997775.1_ASM799777v1	210893	ncbi	food	II
GCA_003940995.1_ASM394099v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	47687	ncbi	env	II
GCA_003940245.1_ASM394024v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	46376	ncbi	env	II
GCA_003940215.1_ASM394021v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	46931	ncbi	env	II
GCA_003940205.1_ASM394020v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	30562	ncbi	env	II
GCA_003940185.1_ASM394018v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	47627	ncbi	env	II
GCA_003939805.1_ASM393980v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	52224	ncbi	env	II
GCA_003939775.1_ASM393977v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	43213	ncbi	env	II
GCA_003939765.1_ASM393976v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	47448	ncbi	env	II
GCA_003939745.1_ASM393974v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	47392	ncbi	env	II
GCA_003939705.1_ASM393970v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	46375	ncbi	env	II
GCA_003939215.1_ASM393921v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	47687	ncbi	env	II
GCA_003939205.1_ASM393920v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	52184	ncbi	env	II
GCA_003939175.1_ASM393917v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	46376	ncbi	env	II
GCA_003939165.1_ASM393916v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	46375	ncbi	env	II
GCA_003939145.1_ASM393914v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	46375	ncbi	env	II
GCA_003938515.1_ASM393851v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	46931	ncbi	env	II
GCA_003938525.1_ASM393852v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	56002	ncbi	env	II
GCA_003938495.1_ASM393849v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	46376	ncbi	env	II
GCA_003938485.1_ASM393848v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	47423	ncbi	env	II
GCA_003938505.1_ASM393850v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	47687	ncbi	env	II
GCA_003938445.1_ASM393844v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	46375	ncbi	env	II
GCA_003938395.1_ASM393839v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	46376	ncbi	env	II
GCA_003938375.1_ASM393837v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	33314	ncbi	env	II
GCA_003938365.1_ASM393836v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	52161	ncbi	env	II
GCA_003938345.1_ASM393834v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	46250	ncbi	env	II
GCA_003938305.1_ASM393830v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	47687	ncbi	env	II
GCA_003938275.1_ASM393827v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	53341	ncbi	env	II
GCA_003938285.1_ASM393828v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	47423	ncbi	env	II
GCA_003938265.1_ASM393826v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	45098	ncbi	env	II
GCA_003938125.1_ASM393812v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	52184	ncbi	env	II
GCA_003938135.1_ASM393813v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	55414	ncbi	env	II
GCA_003938105.1_ASM393810v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	46375	ncbi	env	II
GCA_003938005.1_ASM393800v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	55414	ncbi	env	II
GCA_003938045.1_ASM393804v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	46375	ncbi	env	II
GCA_003938065.1_ASM393806v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	47687	ncbi	env	II
GCA_003937935.1_ASM393793v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	46931	ncbi	env	II
GCA_003938035.1_ASM393803v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	47916	ncbi	env	II
GCA_003938025.1_ASM393802v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	52661	ncbi	env	II
GCA_003937635.1_ASM393763v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	32693	ncbi	env	II
GCA_003937555.1_ASM393755v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	55477	ncbi	env	II
GCA_003937575.1_ASM393757v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	47687	ncbi	env	II
GCA_003937355.1_ASM393735v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	46376	ncbi	env	II
GCA_003937285.1_ASM393728v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	46375	ncbi	env	II
GCA_003936615.1_ASM393661v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	46375	ncbi	env	II
GCA_003936605.1_ASM393660v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	47705	ncbi	env	II
GCA_003936585.1_ASM393658v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	45098	ncbi	env	II
GCA_003933445.1_ASM393344v1	Enterococcus faecalis V583	GCA_006494835.1_ASM649483v1	126897	ncbi	human	I
GCA_003933425.1_ASM393342v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	60917	ncbi	human	II
GCA_003933395.1_ASM393339v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	124326	ncbi	human	I
GCA_003933435.1_ASM393343v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	59908	ncbi	human	II
GCA_003933385.1_ASM393338v1	Enterococcus faecalis V583	GCA_006494835.1_ASM649483v1	69117	ncbi	human	I
GCA_003933355.1_ASM393335v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	68386	ncbi	human	II
GCA_003862415.1_ASM386241v1	Enterococcus lactis	GCA_003269465.1_ASM326946v1	75463	ncbi	food	II
GCA_003812665.1_ASM381266v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	2963654	ncbi	human	I
GCA_003812305.1_ASM381230v1	Enterococcus gallinarum	GCA_003320875.1_ASM332087v1	3150721	ncbi	human	IV
GCA_003797545.1_ASM379754v1	Enterococcus avium	GCA_003711125.1_ASM371112v1	16444	ncbi	animal	III
GCA_003797665.1_ASM379766v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	46245	ncbi	animal	II
GCA_003797705.1_ASM379770v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	35652	ncbi	animal	II
GCA_003797585.1_ASM379758v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	46245	ncbi	animal	II
GCA_003797685.1_ASM379768v1	Enterococcus hirae	GCA_013391205.1_ASM1339120v1	200734	ncbi	animal	II
GCA_003797725.1_ASM379772v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	435522	ncbi	animal	I
GCA_003797625.1_ASM379762v1	Enterococcus gallinarum	GCA_003320875.1_ASM332087v1	336283	ncbi	animal	IV
GCA_003797645.1_ASM379764v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	575205	ncbi	animal	I
GCA_003797525.1_ASM379752v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	46282	ncbi	animal	II
GCA_003797595.1_ASM379759v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	575205	ncbi	animal	I
GCA_003797555.1_ASM379755v1	Enterococcus gallinarum	GCA_003320875.1_ASM332087v1	312202	ncbi	animal	IV
GCA_003797425.1_ASM379742v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	46245	ncbi	animal	II
GCA_003797405.1_ASM379740v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	46164	ncbi	animal	II
GCA_003797435.1_ASM379743v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	71421	ncbi	animal	II
GCA_003797505.1_ASM379750v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	182664	ncbi	animal	II
GCA_003797485.1_ASM379748v1	Enterococcus gallinarum	GCA_003320875.1_ASM332087v1	235214	ncbi	animal	IV
GCA_003797465.1_ASM379746v1	Enterococcus gallinarum	GCA_003320875.1_ASM332087v1	312202	ncbi	animal	IV
GCA_003797365.1_ASM379736v1	Enterococcus lactis	GCA_003269465.1_ASM326946v1	124164	ncbi	animal	II
GCA_003797325.1_ASM379732v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	117360	ncbi	animal	II
GCA_003797335.1_ASM379733v1	Enterococcus hirae	GCA_013391205.1_ASM1339120v1	261262	ncbi	animal	II
GCA_003797285.1_ASM379728v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	269341	ncbi	animal	II
GCA_003797055.1_ASM379705v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37015	ncbi	animal	II
GCA_003797045.1_ASM379704v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	51557	ncbi	animal	I
GCA_003797025.1_ASM379702v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	45056	ncbi	animal	II
GCA_003797005.1_ASM379700v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	54005	ncbi	animal	II
GCA_003797105.1_ASM379710v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	575205	ncbi	animal	I
GCA_003796945.1_ASM379694v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	35600	ncbi	animal	II
GCA_003796925.1_ASM379692v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	45056	ncbi	animal	II
GCA_003796985.1_ASM379698v1	Enterococcus gallinarum	GCA_003320875.1_ASM332087v1	336283	ncbi	animal	IV
GCA_003796815.1_ASM379681v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34760	ncbi	animal	II
GCA_003796905.1_ASM379690v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	177646	ncbi	animal	II
GCA_003796965.1_ASM379696v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	392733	ncbi	animal	I
GCA_003796885.1_ASM379688v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	117360	ncbi	animal	II
GCA_003796845.1_ASM379684v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	105990	ncbi	animal	II
GCA_003796865.1_ASM379686v1	Enterococcus lactis	GCA_003269465.1_ASM326946v1	198365	ncbi	animal	II
GCA_003796805.1_ASM379680v1	Enterococcus durans	GCA_007997775.1_ASM799777v1	215484	ncbi	animal	II
GCA_003796685.1_ASM379668v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	47249	ncbi	animal	II
GCA_003796745.1_ASM379674v1	Enterococcus lactis	GCA_003269465.1_ASM326946v1	125556	ncbi	animal	II
GCA_003796765.1_ASM379676v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	103212	ncbi	animal	II
GCA_003796775.1_ASM379677v1	Enterococcus faecium B	GCA_015767715.1_ASM1576771v1	180392	ncbi	animal	II
GCA_003796645.1_ASM379664v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	44155	ncbi	animal	II
GCA_003796725.1_ASM379672v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	177607	ncbi	animal	II
GCA_003796515.1_ASM379651v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	41265	ncbi	animal	II
GCA_003796705.1_ASM379670v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	606714	ncbi	animal	I
GCA_003796665.1_ASM379666v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	397447	ncbi	animal	I
GCA_003796625.1_ASM379662v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	316496	ncbi	animal	II
GCA_003796605.1_ASM379660v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	397567	ncbi	animal	I
GCA_003796565.1_ASM379656v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	317791	ncbi	animal	I
GCA_003796585.1_ASM379658v1	Enterococcus faecalis V583	GCA_006494835.1_ASM649483v1	437785	ncbi	animal	I
GCA_003796505.1_ASM379650v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	182665	ncbi	animal	II
GCA_003796545.1_ASM379654v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	575205	ncbi	animal	I
GCA_003796485.1_ASM379648v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	182664	ncbi	animal	II
GCA_003796465.1_ASM379646v1	Enterococcus lactis	GCA_003269465.1_ASM326946v1	124164	ncbi	animal	II
GCA_003796445.1_ASM379644v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	177646	ncbi	animal	II
GCA_003796375.1_ASM379637v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	50267	ncbi	animal	I
GCA_003796425.1_ASM379642v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	54310	ncbi	animal	II
GCA_003796405.1_ASM379640v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34760	ncbi	animal	II
GCA_003796335.1_ASM379633v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	38603	ncbi	animal	II
GCA_003796365.1_ASM379636v1	Enterococcus flavescens	GCA_900447685.1_43116_A01	122034	ncbi	animal	IV
GCA_003796305.1_ASM379630v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	49866	ncbi	animal	II
GCA_003796285.1_ASM379628v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	38603	ncbi	animal	II
GCA_003796325.1_ASM379632v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	305250	ncbi	animal	I
