genome	completeness	contamination	strain_heterogeneity	genome_size	phylosift_flag	n50	num_comp	dataset
GCA_001057355.1_ASM105735v1	98.99	0.0	0.0	2887638	0.0	111774	60	ncbi
GCA_001057435.1_ASM105743v1	98.99	0.0	0.0	2853333	0.0	111989	104	ncbi
GCA_001057475.1_ASM105747v1	98.99	0.0	0.0	3002621	0.0	31943	230	ncbi
GCA_001057515.1_ASM105751v1	98.99	0.0	0.0	2884103	0.0	57338	155	ncbi
GCA_001057625.1_ASM105762v1	98.99	0.0	0.0	2888174	0.0	43335	140	ncbi
GCA_001057755.1_ASM105775v1	98.99	1.18	100.0	4275216	1.0	23935	369	ncbi
GCA_001057765.1_ASM105776v1	98.99	0.09	0.0	2978273	0.0	24878	248	ncbi
GCA_001057835.1_ASM105783v1	97.98	0.0	0.0	3059168	0.0	58722	106	ncbi
GCA_001057865.1_ASM105786v1	98.99	0.0	0.0	3018956	0.0	57370	126	ncbi
GCA_001057915.1_ASM105791v1	98.99	0.0	0.0	2989249	0.0	37301	188	ncbi
GCA_001058015.1_ASM105801v1	98.99	0.0	0.0	3011906	0.0	43941	199	ncbi
GCA_001058055.1_ASM105805v1	98.99	1.01	0.0	2837538	0.0	9715	608	ncbi
GCA_001058065.1_ASM105806v1	98.99	0.0	0.0	3078830	0.0	61407	137	ncbi
GCA_001058095.1_ASM105809v1	98.99	0.0	0.0	2912824	0.0	17115	394	ncbi
GCA_001058125.1_ASM105812v1	98.99	0.0	0.0	2955367	0.0	23489	356	ncbi
GCA_001058195.1_ASM105819v1	98.99	0.0	0.0	2815769	0.0	61553	150	ncbi
GCA_001058285.1_ASM105828v1	98.99	0.0	0.0	3189088	0.0	46424	292	ncbi
GCA_001058335.1_ASM105833v1	98.99	0.17	100.0	2982268	0.0	22085	326	ncbi
GCA_001058665.1_ASM105866v1	98.99	0.0	0.0	2955630	0.0	44474	182	ncbi
GCA_001058715.1_ASM105871v1	98.99	0.0	0.0	2795432	0.0	39486	171	ncbi
GCA_001058855.1_ASM105885v1	98.99	1.01	0.0	2985056	0.0	50063	225	ncbi
GCA_001058875.1_ASM105887v1	98.99	0.0	0.0	3006912	0.0	39786	223	ncbi
GCA_001058945.1_ASM105894v1	98.99	0.0	0.0	2949849	0.0	15417	422	ncbi
GCA_001058995.1_ASM105899v1	98.99	0.0	0.0	2997629	0.0	52594	147	ncbi
GCA_001059045.1_ASM105904v1	98.99	1.01	0.0	2986454	0.0	35593	261	ncbi
GCA_001059265.1_ASM105926v1	98.99	0.0	0.0	3190953	0.0	32138	307	ncbi
GCA_001059285.1_ASM105928v1	98.99	1.01	0.0	4185315	1.0	10925	799	ncbi
GCA_001059345.1_ASM105934v1	98.99	0.0	0.0	2861077	0.0	37991	187	ncbi
GCA_001059555.1_ASM105955v1	98.99	0.0	0.0	2956164	0.0	16693	409	ncbi
GCA_001059635.1_ASM105963v1	98.99	0.0	0.0	3044713	0.0	58380	141	ncbi
GCA_001059685.1_ASM105968v1	98.99	0.0	0.0	3004587	0.0	21201	312	ncbi
GCA_001059755.1_ASM105975v1	98.99	0.0	0.0	2986521	0.0	21201	334	ncbi
GCA_001059845.1_ASM105984v1	98.99	0.0	0.0	2954772	0.0	43280	215	ncbi
GCA_001059885.1_ASM105988v1	98.99	0.0	0.0	3201971	0.0	42089	258	ncbi
GCA_001059895.1_ASM105989v1	98.99	0.0	0.0	3034969	0.0	97888	140	ncbi
GCA_001059965.1_ASM105996v1	98.99	0.0	0.0	3056876	0.0	21666	286	ncbi
GCA_001059995.1_ASM105999v1	98.99	0.0	0.0	2977159	0.0	22341	280	ncbi
GCA_001060035.1_ASM106003v1	98.99	0.03	0.0	3056810	0.0	66760	129	ncbi
GCA_001060065.1_ASM106006v1	98.99	0.0	0.0	2905399	0.0	21723	347	ncbi
GCA_001075715.1_ASM107571v1	98.99	0.0	0.0	2763718	0.0	96626	113	ncbi
GCA_001075895.1_ASM107589v1	98.99	2.02	0.0	3172726	0.0	14768	472	ncbi
GCA_001076335.1_ASM107633v1	98.99	0.0	0.0	2981284	0.0	15283	438	ncbi
GCA_001263775.1_ASM126377v1	98.99	0.0	0.0	2915744	0.0	550288	18	ncbi
GCA_001267395.1_ASM126739v1	98.99	0.0	0.0	3071804	0.0	2867028	3	ncbi
GCA_001267865.1_ASM126786v1	98.99	0.0	0.0	3071879	0.0	2867090	3	ncbi
GCA_001277795.1_ASM127779v1	98.99	0.0	0.0	2424095	0.0	62370	61	ncbi
GCA_001280775.1_ASM128077v1	98.99	0.0	0.0	2754403	0.0	243081	60	ncbi
GCA_001280825.1_ASM128082v1	98.99	0.0	0.0	2998664	0.0	192649	46	ncbi
GCA_001297065.1_ASM129706v1	98.99	0.0	0.0	3221568	0.0	235705	25	ncbi
GCA_001298485.1_ASM129848v1	98.99	0.0	0.0	2572333	0.0	2572333	1	ncbi
GCA_001318175.1_ASM131817v1	98.99	0.0	0.0	2438959	0.0	49951	375	ncbi
GCA_001318225.1_ASM131822v1	98.99	0.0	0.0	2261297	0.0	112924	54	ncbi
GCA_001318265.1_ASM131826v1	98.99	0.0	0.0	2281990	0.0	128933	49	ncbi
GCA_001318325.1_ASM131832v1	98.99	0.0	0.0	2437293	0.0	57682	353	ncbi
GCA_001318365.1_ASM131836v1	98.99	0.0	0.0	2372196	0.0	58604	291	ncbi
GCA_001318405.1_ASM131840v1	98.99	0.0	0.0	2320599	0.0	128731	193	ncbi
GCA_001373175.1_1a6A_assembly	99.49	52.98	80.95	4894286	2.0	2775	2177	ncbi
GCA_001400055.1_ASM140005v1	98.99	0.0	0.0	3146744	0.0	194844	42	ncbi
GCA_001400065.1_ASM140006v1	95.62	2.89	77.78	3051629	0.0	5616	966	ncbi
GCA_001412695.1_ASM141269v1	98.99	0.0	0.0	2753355	0.0	2686859	2	ncbi
GCA_001455425.1_ASM145542v1	98.99	0.0	0.0	2696915	0.0	49705	113	ncbi
GCA_001455435.1_ASM145543v1	98.99	0.0	0.0	2888181	0.0	114282	180	ncbi
GCA_001455445.1_ASM145544v1	98.99	0.0	0.0	2800389	0.0	165096	44	ncbi
GCA_001455455.1_ASM145545v1	98.99	0.0	0.0	3125512	0.0	70906	127	ncbi
GCA_001465115.1_ASM146511v1	100.0	1.52	0.0	3928141	0.0	3928141	1	ncbi
GCA_001465345.1_ASM146534v1	95.96	0.51	0.0	3746111	0.0	408318	15	ncbi
GCA_001471295.2_ASM147129v2	98.99	4.04	100.0	3248592	0.0	2866364	8	ncbi
GCA_001518735.1_ASM151873v1	98.99	0.0	0.0	3397853	0.0	2966909	3	ncbi
GCA_001542895.1_ASM154289v1	98.99	0.0	0.0	2866232	0.0	50143	116	ncbi
GCA_001543555.1_ASM154355v1	98.99	0.0	0.0	3170658	0.0	41990	262	ncbi
GCA_001543565.1_ASM154356v1	98.99	0.0	0.0	3016176	0.0	35791	211	ncbi
GCA_001543575.1_ASM154357v1	98.99	0.0	0.0	3024477	0.0	35834	201	ncbi
GCA_001543585.1_ASM154358v1	98.99	0.0	0.0	3005374	0.0	35869	203	ncbi
GCA_001543635.1_ASM154363v1	98.99	0.0	0.0	2992754	0.0	40461	203	ncbi
GCA_001543645.1_ASM154364v1	98.99	0.0	0.0	2971286	0.0	35830	201	ncbi
GCA_001543665.1_ASM154366v1	98.99	0.0	0.0	3098391	0.0	39644	241	ncbi
GCA_001543675.1_ASM154367v1	98.99	0.0	0.0	3135350	0.0	32295	262	ncbi
GCA_001543715.1_ASM154371v1	97.98	0.0	0.0	2978827	0.0	38454	203	ncbi
GCA_001543735.1_ASM154373v1	98.99	0.0	0.0	2992720	0.0	37173	200	ncbi
GCA_001543745.1_ASM154374v1	98.99	0.0	0.0	3007132	0.0	42109	195	ncbi
GCA_001543765.1_ASM154376v1	98.99	0.0	0.0	2972912	0.0	35840	201	ncbi
GCA_001543795.1_ASM154379v1	98.99	0.0	0.0	2994400	0.0	35792	205	ncbi
GCA_001543825.1_ASM154382v1	98.99	0.0	0.0	2952500	0.0	47395	180	ncbi
GCA_001543835.1_ASM154383v1	98.99	0.0	0.0	3145999	0.0	40456	245	ncbi
GCA_001544055.1_ASM154405v1	98.99	2.02	100.0	3631636	0.0	2532992	11	ncbi
GCA_001544095.1_ASM154409v1	98.99	1.01	0.0	3498264	0.0	158832	54	ncbi
GCA_001544115.1_ASM154411v1	98.99	0.0	0.0	4210362	0.0	65725	144	ncbi
GCA_001544195.1_ASM154419v1	98.99	0.0	0.0	2513646	0.0	48995	97	ncbi
GCA_001544235.1_ASM154423v1	98.99	0.0	0.0	2833208	0.0	201309	37	ncbi
GCA_001544255.1_ASM154425v1	98.99	0.0	0.0	2484851	0.0	191690	38	ncbi
GCA_001544275.1_ASM154427v1	98.99	0.0	0.0	3774884	0.0	121030	87	ncbi
GCA_001544295.1_ASM154429v1	100.0	0.0	0.0	2731874	0.0	94231	59	ncbi
GCA_001544375.1_ASM154437v1	98.99	0.0	0.0	2854214	0.0	370384	45	ncbi
GCA_001545495.1_ASM154549v1	98.99	0.0	0.0	3179470	0.0	35558	180	ncbi
GCA_001545535.1_ASM154553v1	98.99	0.0	0.0	3086276	0.0	27414	247	ncbi
GCA_001545545.1_ASM154554v1	98.99	0.0	0.0	3053413	0.0	23586	273	ncbi
GCA_001545555.1_ASM154555v1	98.99	2.02	100.0	3142720	3.0	20001	290	ncbi
GCA_001545595.1_ASM154559v1	98.99	2.02	100.0	3267671	0.0	29588	314	ncbi
GCA_001545605.1_ASM154560v1	98.99	1.01	100.0	3134104	0.0	31097	196	ncbi
GCA_001545615.1_ASM154561v1	98.99	0.51	100.0	3140958	0.0	18613	335	ncbi
GCA_001545655.1_ASM154565v1	98.99	0.0	0.0	3119985	0.0	26719	240	ncbi
GCA_001545675.1_ASM154567v1	98.99	0.51	100.0	3141868	0.0	32536	226	ncbi
GCA_001545685.1_ASM154568v1	98.99	2.02	100.0	3146512	1.0	37648	182	ncbi
GCA_001545715.1_ASM154571v1	98.99	0.0	0.0	3045062	0.0	24294	253	ncbi
GCA_001545725.1_ASM154572v1	97.98	0.0	0.0	3055005	0.0	29568	240	ncbi
GCA_001545745.1_ASM154574v1	98.99	0.0	0.0	3072012	0.0	43291	163	ncbi
GCA_001545775.1_ASM154577v1	98.99	0.0	0.0	3229639	0.0	29982	225	ncbi
GCA_001545785.1_ASM154578v1	98.99	0.0	0.0	3141166	0.0	37637	159	ncbi
GCA_001545795.1_ASM154579v1	98.99	0.09	100.0	3148707	0.0	39386	166	ncbi
GCA_001545835.1_ASM154583v1	98.99	1.19	100.0	3109724	0.0	31036	218	ncbi
GCA_001545845.1_ASM154584v1	98.99	1.01	100.0	2991156	0.0	23615	263	ncbi
GCA_001545855.1_ASM154585v1	98.99	0.0	0.0	3151642	0.0	40541	177	ncbi
GCA_001545895.1_ASM154589v1	97.98	0.0	0.0	3063434	0.0	17827	361	ncbi
GCA_001545955.1_ASM154595v1	98.99	1.01	100.0	3182660	1.0	40991	153	ncbi
GCA_001545985.1_ASM154598v1	86.28	0.0	0.0	2189209	0.0	29260	138	ncbi
GCA_001546375.1_ASM154637v1	98.99	0.13	50.0	2657288	0.0	98857	84	ncbi
GCA_001546995.1_ASM154699v1	98.99	0.0	0.0	2893152	0.0	40796	167	ncbi
GCA_001547015.1_ASM154701v1	98.99	0.0	0.0	3153132	0.0	46489	168	ncbi
GCA_001547025.1_ASM154702v1	98.99	0.0	0.0	3109005	0.0	42489	141	ncbi
GCA_001547045.1_ASM154704v1	98.99	0.0	0.0	3131077	0.0	58662	117	ncbi
GCA_001547075.1_ASM154707v1	98.99	0.0	0.0	3041707	0.0	20930	312	ncbi
GCA_001547095.1_ASM154709v1	98.99	1.01	100.0	3045000	0.0	30213	219	ncbi
GCA_001547105.1_ASM154710v1	98.99	1.01	0.0	3076564	0.0	27098	276	ncbi
GCA_001547115.1_ASM154711v1	98.99	0.0	0.0	3169428	0.0	44663	154	ncbi
GCA_001547155.1_ASM154715v1	98.99	0.0	0.0	3384409	0.0	48731	153	ncbi
GCA_001547175.1_ASM154717v1	98.99	1.11	100.0	3246123	1.0	44097	144	ncbi
GCA_001547185.1_ASM154718v1	98.99	0.31	100.0	3136450	6.0	54123	151	ncbi
GCA_001547195.1_ASM154719v1	98.99	0.51	0.0	3033954	0.0	17777	335	ncbi
GCA_001547235.1_ASM154723v1	98.99	0.0	0.0	3145633	0.0	26194	241	ncbi
GCA_001547255.1_ASM154725v1	98.99	1.52	100.0	3105758	0.0	50412	164	ncbi
GCA_001547265.1_ASM154726v1	98.99	0.51	100.0	3163819	0.0	44984	138	ncbi
GCA_001547285.1_ASM154728v1	98.99	2.02	100.0	2962291	0.0	31096	216	ncbi
GCA_001547315.1_ASM154731v1	98.99	0.0	0.0	3083947	0.0	43454	163	ncbi
GCA_001547335.1_ASM154733v1	98.99	1.01	100.0	3152008	0.0	30208	229	ncbi
GCA_001547355.1_ASM154735v1	98.99	0.0	0.0	3302684	0.0	41044	170	ncbi
GCA_001547365.1_ASM154736v1	93.94	0.0	0.0	2320332	0.0	31847	142	ncbi
GCA_001547395.1_ASM154739v1	98.99	0.51	100.0	3196860	0.0	50816	201	ncbi
GCA_001547415.1_ASM154741v1	98.99	0.0	0.0	2752466	0.0	35749	151	ncbi
GCA_001547425.1_ASM154742v1	98.99	1.01	100.0	3179450	0.0	38309	179	ncbi
GCA_001547445.1_ASM154744v1	98.99	0.0	0.0	3045900	0.0	54554	143	ncbi
GCA_001547475.1_ASM154747v1	98.99	0.0	0.0	2845852	0.0	39764	174	ncbi
GCA_001547495.1_ASM154749v1	98.99	0.0	0.0	2761578	0.0	42967	143	ncbi
GCA_001547505.1_ASM154750v1	97.98	0.0	0.0	2479765	0.0	45088	133	ncbi
GCA_001547555.1_ASM154755v1	84.85	0.0	0.0	2236121	0.0	33283	138	ncbi
GCA_001558875.2_ASM155887v2	98.99	0.0	0.0	3821476	0.0	3733350	2	ncbi
GCA_001562905.1_ASM156290v1	93.43	0.0	0.0	2399473	0.0	29853	164	ncbi
GCA_001562915.1_ASM156291v1	98.99	0.0	0.0	2926661	0.0	35065	174	ncbi
GCA_001562925.1_ASM156292v1	98.99	0.0	0.0	2979335	0.0	39158	143	ncbi
GCA_001562975.1_ASM156297v1	98.99	0.0	0.0	2514180	0.0	40882	132	ncbi
GCA_001562995.1_ASM156299v1	94.95	0.0	0.0	2391776	0.0	27173	164	ncbi
GCA_001563005.1_ASM156300v1	97.98	0.0	0.0	2544376	0.0	44111	106	ncbi
GCA_001563065.1_ASM156306v1	98.99	0.0	0.0	2811761	0.0	35664	150	ncbi
GCA_001563075.1_ASM156307v1	98.99	0.0	0.0	2836724	0.0	234450	31	ncbi
GCA_001563205.1_ASM156320v1	98.99	0.0	0.0	2949813	0.0	50194	232	ncbi
GCA_001576665.1_ASM157666v1	98.99	1.01	0.0	2697490	0.0	41184	366	ncbi
GCA_001582095.1_ASM158209v1	98.99	0.0	0.0	2982307	0.0	35830	207	ncbi
GCA_001582105.1_ASM158210v1	98.99	0.0	0.0	3230697	0.0	2163865	7	ncbi
GCA_001587115.1_ASM158711v1	98.99	0.0	0.0	2878192	0.0	2598959	4	ncbi
GCA_001592725.1_ASM159272v1	98.99	0.0	0.0	2897665	0.0	51851	160	ncbi
GCA_001593045.1_ASM159304v1	98.99	0.0	0.0	2420904	0.0	52527	87	ncbi
GCA_001594365.1_ASM159436v1	98.99	0.0	0.0	2929980	0.0	474412	14	ncbi
GCA_001598635.1_ASM159863v1	98.99	0.0	0.0	2803429	0.0	2803429	1	ncbi
GCA_001601555.1_ASM160155v1	98.99	0.0	0.0	3188572	0.0	3086269	9	ncbi
GCA_001622975.1_ASM162297v1	98.99	0.0	0.0	2627473	0.0	79891	75	ncbi
GCA_001635875.1_ASM163587v1	97.98	0.0	0.0	3108034	0.0	2790106	6	ncbi
GCA_001639005.2_ASM163900v2	98.99	0.03	0.0	3039735	0.0	220545	68	ncbi
GCA_001641305.1_ASM164130v1	98.99	0.0	0.0	2960055	0.0	2886481	2	ncbi
GCA_001652715.1_ASM165271v1	98.99	0.0	0.0	2840201	0.0	74964	106	ncbi
GCA_001652875.1_ASM165287v1	98.99	0.0	0.0	2603691	0.0	337578	17	ncbi
GCA_001662265.1_ASM166226v1	98.99	0.0	0.0	3134087	0.0	2922046	4	ncbi
GCA_001675535.1_ASM167553v1	98.99	0.0	0.0	2957300	0.0	44123	159	ncbi
GCA_001689055.2_ASM168905v2	98.99	0.0	0.0	3026009	0.0	3026009	1	ncbi
GCA_001692705.1_ASM169270v1	98.48	0.0	0.0	3049734	0.0	37159	194	ncbi
GCA_001692955.1_ASM169295v1	98.99	0.0	0.0	2861314	0.0	70493	73	ncbi
GCA_001696275.1_UCN73.1	98.99	0.0	0.0	2804346	0.0	115969	41	ncbi
GCA_001696285.1_BM4107.1	98.99	0.0	0.0	2651964	0.0	75705	62	ncbi
GCA_001696305.1_UCN72.1	98.99	0.0	0.0	3090801	0.0	280885	12	ncbi
GCA_001705215.1_ASM170521v1	98.99	0.0	0.0	3296585	0.0	81527	166	ncbi
GCA_001712815.1_ASM171281v1	98.99	0.0	0.0	2389470	0.0	2389470	1	ncbi
GCA_001720965.1_ASM172096v1	97.98	0.0	0.0	3285170	0.0	2932050	31	ncbi
GCA_001720985.1_ASM172098v1	98.99	0.0	0.0	3242711	0.0	2852748	8	ncbi
GCA_001721005.1_ASM172100v1	98.99	1.01	100.0	3223081	0.0	2933574	13	ncbi
GCA_001721025.1_ASM172102v1	98.99	0.0	0.0	3161146	0.0	2818673	41	ncbi
GCA_001721065.1_ASM172106v1	98.99	0.0	0.0	3221354	0.0	2850245	5	ncbi
GCA_001721085.1_ASM172108v1	98.99	0.0	0.0	3415428	0.0	2970757	7	ncbi
GCA_001721105.1_ASM172110v1	98.99	3.03	100.0	3203447	0.0	2864920	18	ncbi
GCA_001721905.1_ASM172190v1	98.99	0.0	0.0	3140297	0.0	2823158	7	ncbi
GCA_001730285.1_ASM173028v1	98.99	1.52	0.0	3585398	0.0	508214	19	ncbi
GCA_001730295.1_ASM173029v1	98.99	0.0	0.0	3135404	0.0	162885	50	ncbi
GCA_001730305.1_ASM173030v1	100.0	0.0	0.0	4155153	0.0	274647	47	ncbi
GCA_001730315.1_ASM173031v1	100.0	0.0	0.0	3472706	0.0	217148	42	ncbi
GCA_001730365.1_ASM173036v1	100.0	0.0	0.0	3162767	0.0	361240	19	ncbi
GCA_001742285.1_ASM174228v1	100.0	0.0	0.0	3806353	0.0	85487	81	ncbi
GCA_001750885.1_ASM175088v1	98.99	0.0	0.0	3168410	0.0	2765010	7	ncbi
GCA_001766735.1_ASM176673v1	98.99	0.0	0.0	2969881	0.0	195568	79	ncbi
GCA_001806515.1_ASM180651v1	98.99	0.03	0.0	3024957	0.0	343500	58	ncbi
GCA_001806895.1_ASM180689v1	98.99	0.0	0.0	4321789	0.0	116630	120	ncbi
GCA_001807055.1_ASM180705v1	98.99	0.0	0.0	4442154	0.0	94035	153	ncbi
GCA_001807185.1_ASM180718v1	98.99	0.0	0.0	4427015	1.0	61619	178	ncbi
GCA_001808965.1_ASM180896v1	98.99	0.0	0.0	4330333	1.0	58701	153	ncbi
GCA_001808975.1_ASM180897v1	98.99	0.0	0.0	2711203	0.0	77636	129	ncbi
GCA_001809135.1_ASM180913v1	98.99	0.0	0.0	2876519	0.0	27853	311	ncbi
GCA_001809145.1_ASM180914v1	98.99	0.0	0.0	2860120	0.0	31007	289	ncbi
GCA_001809335.1_ASM180933v1	96.97	0.0	0.0	2948587	0.0	25818	316	ncbi
GCA_001809675.1_ASM180967v1	98.99	0.0	0.0	2727797	0.0	70448	117	ncbi
GCA_001810425.1_ASM181042v1	98.99	0.0	0.0	4458191	1.0	75664	156	ncbi
GCA_001810595.1_ASM181059v1	98.99	0.0	0.0	2857272	0.0	30788	273	ncbi
GCA_001810855.1_ASM181085v1	98.99	0.0	0.0	2787735	0.0	28042	278	ncbi
GCA_001811285.1_ASM181128v1	98.99	0.0	0.0	2859487	0.0	79821	149	ncbi
GCA_001811575.1_ASM181157v1	98.99	0.0	0.0	3035607	0.0	31342	295	ncbi
GCA_001811595.1_ASM181159v1	98.99	0.0	0.0	3000209	0.0	146716	81	ncbi
GCA_001811715.1_ASM181171v1	98.99	0.0	0.0	2855745	0.0	32935	266	ncbi
GCA_001811925.1_ASM181192v1	96.97	0.0	0.0	2976960	0.0	29173	274	ncbi
GCA_001812615.1_ASM181261v1	98.99	0.0	0.0	2739871	0.0	84171	120	ncbi
GCA_001812645.1_ASM181264v1	98.99	0.0	0.0	2980006	0.0	26935	294	ncbi
GCA_001813275.1_ASM181327v1	98.65	0.0	0.0	2839393	0.0	302145	41	ncbi
GCA_001813575.1_ASM181357v1	98.99	0.0	0.0	2952697	0.0	30761	248	ncbi
GCA_001814285.1_ASM181428v1	98.99	0.0	0.0	2876793	0.0	114197	90	ncbi
GCA_001814315.1_ASM181431v1	98.99	0.0	0.0	2939214	0.0	31340	256	ncbi
GCA_001814465.1_ASM181446v1	98.99	0.0	0.0	2872380	0.0	30618	255	ncbi
GCA_001814765.1_ASM181476v1	98.99	0.0	0.0	2727086	0.0	170061	50	ncbi
GCA_001815025.1_ASM181502v1	98.99	0.0	0.0	4192671	0.0	106385	137	ncbi
GCA_001815065.1_ASM181506v1	98.99	0.0	0.0	2862340	0.0	31395	238	ncbi
GCA_001815195.1_ASM181519v1	98.99	0.0	0.0	2987655	0.0	36522	249	ncbi
GCA_001835885.1_ASM183588v1	98.99	0.0	0.0	2808811	0.0	26224	326	ncbi
GCA_001835985.1_ASM183598v1	98.99	0.0	0.0	2696733	0.0	29620	244	ncbi
GCA_001836045.1_ASM183604v1	98.99	0.0	0.0	2826052	0.0	34025	284	ncbi
GCA_001836555.1_ASM183655v1	98.99	0.0	0.0	2972386	0.0	28663	302	ncbi
GCA_001836575.1_ASM183657v1	98.99	0.0	0.0	2972826	0.0	28515	306	ncbi
GCA_001837605.1_ASM183760v1	98.99	0.0	0.0	2933080	0.0	27791	303	ncbi
GCA_001837695.1_ASM183769v1	98.99	0.0	0.0	2887865	0.0	28701	284	ncbi
GCA_001837725.1_ASM183772v1	98.99	0.0	0.0	2818292	0.0	75841	109	ncbi
GCA_001837845.1_ASM183784v1	98.99	0.0	0.0	2933660	0.0	26013	273	ncbi
GCA_001838605.1_ASM183860v1	98.99	0.0	0.0	2921266	0.0	28939	305	ncbi
GCA_001858355.1_ASM185835v1	98.99	0.18	0.0	2979197	0.0	37157	297	ncbi
GCA_001858385.1_ASM185838v1	98.99	0.0	0.0	2586836	0.0	67334	114	ncbi
GCA_001858405.1_ASM185840v1	98.99	2.94	0.0	2443523	1.0	74014	214	ncbi
GCA_001870205.1_ASM187020v1	98.99	0.0	0.0	2184285	0.0	2169060	2	ncbi
GCA_001878765.1_ASM187876v1	98.99	0.0	0.0	3044487	0.0	2945801	3	ncbi
GCA_001878785.1_ASM187878v1	98.99	1.01	100.0	3015699	0.0	2923204	3	ncbi
GCA_001885725.1_ASM188572v1	98.99	0.0	0.0	2524723	0.0	113924	55	ncbi
GCA_001885735.1_ASM188573v1	98.99	0.0	0.0	2689942	0.0	121564	61	ncbi
GCA_001885765.1_ASM188576v1	98.99	0.03	0.0	2512430	0.0	145336	46	ncbi
GCA_001885775.1_ASM188577v1	98.99	0.0	0.0	4466054	1.0	67365	181	ncbi
GCA_001885805.1_ASM188580v1	98.99	0.0	0.0	2818251	0.0	385050	82	ncbi
GCA_001885825.1_ASM188582v1	98.99	1.01	0.0	3531491	0.0	173073	57	ncbi
GCA_001885835.1_ASM188583v1	98.99	1.01	100.0	2490820	0.0	89108	75	ncbi
GCA_001885845.1_ASM188584v1	98.99	1.01	0.0	3472622	0.0	157397	72	ncbi
GCA_001885885.1_ASM188588v1	98.99	0.0	0.0	2316525	0.0	85895	71	ncbi
GCA_001885905.1_ASM188590v1	98.99	0.0	0.0	3320653	0.0	370883	65	ncbi
GCA_001885915.1_ASM188591v1	98.99	0.0	0.0	4111535	0.0	232357	99	ncbi
GCA_001885945.1_ASM188594v1	98.99	0.0	0.0	2613534	0.0	267664	47	ncbi
GCA_001885955.1_ASM188595v1	98.99	0.0	0.0	2837644	0.0	107951	81	ncbi
GCA_001885985.1_ASM188598v1	100.0	1.52	0.0	3519111	0.0	220155	77	ncbi
GCA_001885995.1_ASM188599v1	98.99	0.0	0.0	2322207	0.0	53900	120	ncbi
GCA_001886025.1_ASM188602v1	98.99	0.0	0.0	4508831	0.0	108828	123	ncbi
GCA_001886035.1_ASM188603v1	98.99	0.0	0.0	3394411	0.0	106993	85	ncbi
GCA_001886065.1_ASM188606v1	98.99	0.0	0.0	3571453	0.0	281951	43	ncbi
GCA_001886075.1_ASM188607v1	100.0	0.0	0.0	5270147	0.0	131743	195	ncbi
GCA_001886105.1_ASM188610v1	98.99	0.0	0.0	2755475	0.0	241188	75	ncbi
GCA_001886115.1_ASM188611v1	100.0	0.0	0.0	3862291	0.0	133197	78	ncbi
GCA_001886145.1_ASM188614v1	100.0	0.0	0.0	3154908	0.0	159038	76	ncbi
GCA_001886155.1_ASM188615v1	98.99	0.0	0.0	3737957	0.0	88147	134	ncbi
GCA_001886185.1_ASM188618v1	98.99	0.0	0.0	4193576	0.0	93583	137	ncbi
GCA_001886195.1_ASM188619v1	98.99	0.0	0.0	2485659	0.0	118830	78	ncbi
GCA_001886225.1_ASM188622v1	100.0	1.52	0.0	3915391	0.0	121840	72	ncbi
GCA_001886235.1_ASM188623v1	98.99	0.0	0.0	2557288	0.0	152407	50	ncbi
GCA_001886265.1_ASM188626v1	98.99	0.0	0.0	2773863	0.0	142012	58	ncbi
GCA_001886275.1_ASM188627v1	100.0	0.0	0.0	4127488	0.0	209758	102	ncbi
GCA_001886635.1_ASM188663v1	98.99	0.0	0.0	3208737	0.0	2933268	5	ncbi
GCA_001886675.2_ASM188667v2	98.99	0.0	0.0	2740466	0.0	2668255	7	ncbi
GCA_001896235.1_ASM189623v1	98.99	0.09	0.0	3230511	0.0	42609	207	ncbi
GCA_001913975.1_ASM191397v1	98.99	0.0	0.0	3142035	0.0	76013	105	ncbi
GCA_001913995.1_ASM191399v1	98.99	0.0	0.0	2994424	0.0	182317	41	ncbi
GCA_001931845.1_ASM193184v1	98.99	0.0	0.0	2711602	0.0	872444	6	ncbi
GCA_001932015.2_ASM193201v2	98.99	0.0	0.0	2832817	0.0	295750	29	ncbi
GCA_001953235.1_ASM195323v1	98.99	0.0	0.0	3130591	0.0	2807999	5	ncbi
GCA_001953255.1_ASM195325v1	98.99	0.0	0.0	3126703	0.0	2802604	5	ncbi
GCA_001953395.1_ASM195339v1	98.99	0.0	0.0	2948701	0.0	38516	196	ncbi
GCA_001953435.1_ASM195343v1	98.99	0.0	0.0	3017225	0.0	40812	202	ncbi
GCA_001953445.1_ASM195344v1	98.99	0.0	0.0	2944186	0.0	43966	191	ncbi
GCA_001953455.1_ASM195345v1	98.99	0.0	0.0	2970733	0.0	34054	236	ncbi
GCA_001953465.1_ASM195346v1	98.99	0.0	0.0	3081840	0.0	36601	242	ncbi
GCA_001953715.1_ASM195371v1	98.99	0.0	0.0	3089946	0.0	1037453	7	ncbi
GCA_001969545.1_ASM196954v1	98.99	0.0	0.0	3014922	0.0	43057	212	ncbi
GCA_001969615.1_ASM196961v1	98.99	0.0	0.0	2862609	0.0	53615	152	ncbi
GCA_001969625.1_ASM196962v1	98.99	0.0	0.0	2898367	0.0	51286	174	ncbi
GCA_001969645.1_ASM196964v1	98.99	0.0	0.0	3021201	0.0	39084	217	ncbi
GCA_001989555.1_ASM198955v1	98.99	0.0	0.0	3243539	0.0	3111017	3	ncbi
